Date,Position,Seniority,Location,Studio,Client Tag,Project Tag,Team Name,Month,Day,EmployeeID,Engagement_D
11Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,11,66,Alto
12Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,12,66,Alto
13Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,13,66,Medio
14Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,14,66,Alto
17Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,17,66,Medio
18Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,18,66,Alto
19Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,19,66,Alto
20Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,20,66,Alto
21Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,21,66,Medio
24Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,24,66,Alto
25Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,25,66,Alto
26Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,26,66,Alto
27Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,27,66,Alto
28Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,28,66,Alto
29Apr23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,4,29,66,Alto
02May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,2,66,Alto
03May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,3,66,Alto
04May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,4,66,Muy Bajo
05May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,5,66,Muy Bajo
06May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,6,66,Muy Bajo
08May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,8,66,Alto
09May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,9,66,Medio
10May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,10,66,Alto
11May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,11,66,Medio
12May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,12,66,Alto
13May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,13,66,Alto
15May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,15,66,Alto
16May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,16,66,Medio
17May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,17,66,Alto
18May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,18,66,Medio
19May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,19,66,Alto
20May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,20,66,Alto
22May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,22,66,Medio
23May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,23,66,Medio
24May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,24,66,Medio
25May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,25,66,Medio
26May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,26,66,Alto
27May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,27,66,Alto
29May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,29,66,Alto
30May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,30,66,Alto
31May23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,5,31,66,Alto
01Jun23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,6,1,66,Medio
02Jun23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,6,2,66,Alto
03Jun23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,6,3,66,Alto
05Jun23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,6,5,66,Medio
06Jun23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,6,6,66,Medio
07Jun23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,6,7,66,Medio
08Jun23,Software Developer,0,CO/ANT/MED,Engineering,GWI001,ATLINT,Breaking Badger,6,8,66,Alto
02Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,2,57,Muy Alto
03Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,3,57,Muy Alto
04Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,4,57,Muy Alto
05Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,5,57,Muy Alto
06Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,6,57,Muy Alto
09Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,9,57,Muy Alto
10Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,10,57,Muy Alto
11Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,11,57,Muy Alto
12Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,12,57,Muy Alto
13Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,13,57,Muy Alto
16Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,16,57,Muy Alto
17Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,17,57,Muy Alto
18Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,18,57,Muy Alto
19Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,19,57,Muy Alto
20Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,20,57,Muy Alto
23Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,23,57,Muy Alto
24Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,24,57,Muy Alto
25Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,25,57,Muy Alto
26Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,26,57,Muy Alto
27Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,27,57,Muy Alto
30Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,30,57,Muy Alto
31Jan23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,1,31,57,Muy Alto
01Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,1,57,Muy Alto
02Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,2,57,Muy Alto
03Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,3,57,Muy Alto
07Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,7,57,Muy Alto
08Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,8,57,Muy Alto
09Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,9,57,Muy Alto
10Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,10,57,Muy Alto
13Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,13,57,Muy Alto
14Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,14,57,Muy Alto
15Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,15,57,Muy Alto
16Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,16,57,Muy Alto
17Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,17,57,Muy Alto
20Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,20,57,Muy Alto
21Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,21,57,Muy Alto
22Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,22,57,Muy Alto
23Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,23,57,Muy Alto
24Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,24,57,Muy Alto
27Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,27,57,Muy Alto
28Feb23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2,28,57,Muy Alto
01Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,1,57,Muy Alto
02Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,2,57,Muy Alto
03Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,3,57,Muy Alto
06Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,6,57,Muy Alto
07Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,7,57,Muy Alto
08Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,8,57,Muy Alto
09Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,9,57,Muy Alto
10Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,10,57,Muy Alto
13Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,13,57,Muy Alto
14Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,14,57,Muy Alto
15Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,15,57,Muy Alto
16Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,16,57,Muy Alto
17Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,17,57,Muy Alto
21Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,21,57,Muy Alto
22Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,22,57,Muy Alto
23Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,23,57,Muy Alto
24Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,24,57,Muy Alto
27Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,27,57,Muy Alto
28Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,28,57,Muy Alto
29Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,29,57,Muy Alto
30Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,30,57,Muy Alto
31Mar23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3,31,57,Muy Alto
03Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,3,57,Muy Alto
04Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,4,57,Muy Alto
05Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,5,57,Muy Alto
06Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,6,57,Muy Alto
10Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,10,57,Muy Alto
11Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,11,57,Muy Alto
12Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,12,57,Muy Alto
13Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,13,57,Muy Alto
14Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,14,57,Muy Alto
17Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,17,57,Muy Alto
18Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,18,57,Muy Alto
19Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,19,57,Muy Alto
20Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,20,57,Muy Alto
21Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,21,57,Muy Alto
24Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,24,57,Muy Alto
25Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,25,57,Muy Alto
26Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,26,57,Muy Alto
27Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,27,57,Muy Alto
28Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,28,57,Muy Alto
29Apr23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4,29,57,Muy Alto
02May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,2,57,Muy Alto
03May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,3,57,Muy Alto
04May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,4,57,Muy Alto
05May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,5,57,Muy Alto
06May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,6,57,Muy Alto
08May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,8,57,Muy Alto
09May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,9,57,Muy Alto
10May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,10,57,Muy Alto
11May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,11,57,Muy Alto
12May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,12,57,Muy Alto
13May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,13,57,Muy Alto
15May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,15,57,Muy Alto
16May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,16,57,Muy Alto
17May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,17,57,Alto
18May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,18,57,Alto
19May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,19,57,Alto
20May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,20,57,Alto
22May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,22,57,Alto
23May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,23,57,Alto
24May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,24,57,Alto
25May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,25,57,Alto
26May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,26,57,Alto
27May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,27,57,Alto
29May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,29,57,Alto
30May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,30,57,Medio
31May23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,5,31,57,Medio
01Jun23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,6,1,57,Medio
02Jun23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,6,2,57,Medio
03Jun23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,6,3,57,Alto
05Jun23,Software Developer,1,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,6,5,57,Medio
